cpu_load,queue_level,queue_dropped,process_jitter,process_deadline_miss,process_exec_time,process_stack_left,sensor_deadline_miss,comm_deadline_miss,health_label
13.0,10.0,680.0,382.0,49.0,382.0,392.0,0.0,7.0,1
0.0,10.0,727.0,382.0,52.0,382.0,392.0,0.0,7.0,1
13.0,10.0,778.0,382.0,56.0,382.0,392.0,0.0,8.0,1
0.0,10.0,825.0,382.0,59.0,382.0,392.0,0.0,8.0,1
13.0,10.0,876.0,382.0,63.0,382.0,392.0,0.0,9.0,1
0.0,10.0,923.0,382.0,66.0,382.0,392.0,0.0,9.0,1
13.0,10.0,974.0,382.0,70.0,382.0,392.0,0.0,10.0,1
0.0,10.0,1021.0,382.0,73.0,382.0,392.0,0.0,10.0,1
13.0,10.0,1072.0,382.0,77.0,382.0,392.0,0.0,11.0,1
0.0,10.0,1119.0,382.0,80.0,382.0,392.0,0.0,11.0,1
13.0,10.0,1170.0,382.0,84.0,382.0,392.0,0.0,12.0,1
0.0,10.0,1217.0,382.0,87.0,382.0,392.0,0.0,12.0,1
13.0,10.0,1268.0,382.0,91.0,382.0,392.0,0.0,13.0,1
0.0,10.0,1315.0,382.0,94.0,382.0,392.0,0.0,13.0,1
13.0,10.0,1366.0,382.0,98.0,382.0,392.0,0.0,14.0,1
0.0,10.0,1413.0,382.0,101.0,382.0,392.0,0.0,14.0,1
13.0,10.0,1464.0,382.0,105.0,382.0,392.0,0.0,15.0,1
0.0,10.0,1511.0,382.0,108.0,382.0,392.0,0.0,15.0,1
13.0,10.0,1562.0,382.0,112.0,382.0,392.0,0.0,16.0,1
0.0,10.0,1609.0,382.0,115.0,382.0,392.0,0.0,16.0,1
13.0,10.0,1660.0,382.0,119.0,382.0,392.0,0.0,17.0,1
0.0,10.0,1707.0,382.0,122.0,382.0,392.0,0.0,17.0,1
13.0,10.0,1758.0,382.0,126.0,382.0,392.0,0.0,18.0,1
0.0,10.0,1805.0,382.0,129.0,382.0,392.0,0.0,18.0,1
13.0,10.0,1856.0,382.0,133.0,382.0,392.0,0.0,19.0,1
0.0,10.0,1903.0,382.0,136.0,382.0,392.0,0.0,19.0,1
13.0,10.0,1954.0,382.0,140.0,382.0,392.0,0.0,20.0,1
0.0,10.0,2001.0,382.0,143.0,382.0,392.0,0.0,20.0,1
13.0,10.0,2052.0,382.0,147.0,382.0,392.0,0.0,21.0,1
0.0,10.0,2099.0,382.0,150.0,382.0,392.0,0.0,21.0,1
13.0,10.0,2150.0,382.0,154.0,382.0,392.0,0.0,22.0,1
0.0,10.0,2197.0,382.0,157.0,382.0,392.0,0.0,22.0,1
13.0,10.0,2248.0,382.0,161.0,382.0,392.0,0.0,23.0,1
0.0,10.0,2295.0,382.0,164.0,382.0,392.0,0.0,23.0,1
13.0,10.0,2346.0,382.0,168.0,382.0,392.0,0.0,24.0,1
0.0,10.0,2393.0,382.0,171.0,382.0,392.0,0.0,24.0,1
13.0,10.0,2444.0,382.0,175.0,382.0,392.0,0.0,25.0,1
0.0,10.0,2491.0,382.0,178.0,382.0,392.0,0.0,25.0,1
13.0,10.0,2542.0,382.0,182.0,382.0,392.0,0.0,26.0,1
0.0,10.0,2589.0,382.0,185.0,382.0,392.0,0.0,26.0,1
13.0,10.0,2640.0,382.0,189.0,382.0,392.0,0.0,27.0,1
0.0,10.0,2687.0,382.0,192.0,382.0,392.0,0.0,27.0,1
13.0,10.0,2738.0,382.0,196.0,382.0,392.0,0.0,28.0,1
0.0,10.0,2785.0,382.0,199.0,382.0,392.0,0.0,28.0,1
13.0,10.0,2836.0,382.0,203.0,382.0,392.0,0.0,29.0,1
0.0,10.0,2883.0,382.0,206.0,382.0,392.0,0.0,29.0,1
0.0,1.0,0.0,382.0,87.0,382.0,384.0,15.0,12.0,2
2.0,0.0,0.0,379.0,91.0,382.0,384.0,15.0,13.0,2
1.0,0.0,0.0,382.0,94.0,382.0,384.0,16.0,13.0,2
7.0,0.0,0.0,482.0,98.0,382.0,384.0,17.0,14.0,2
1.0,0.0,0.0,382.0,101.0,382.0,384.0,17.0,14.0,2
7.0,0.0,0.0,382.0,105.0,382.0,384.0,18.0,15.0,2
0.0,0.0,0.0,382.0,108.0,382.0,384.0,18.0,15.0,2
7.0,0.0,0.0,382.0,112.0,382.0,384.0,19.0,16.0,2
0.0,1.0,0.0,382.0,115.0,382.0,384.0,20.0,16.0,2
7.0,0.0,0.0,382.0,119.0,382.0,384.0,20.0,17.0,2
0.0,1.0,0.0,482.0,122.0,382.0,384.0,21.0,17.0,2
7.0,0.0,0.0,382.0,126.0,382.0,384.0,21.0,18.0,2
0.0,1.0,0.0,382.0,129.0,382.0,384.0,22.0,18.0,2
2.0,0.0,0.0,379.0,133.0,382.0,384.0,22.0,19.0,2
1.0,0.0,0.0,382.0,136.0,382.0,384.0,23.0,19.0,2
7.0,0.0,0.0,482.0,140.0,382.0,384.0,24.0,20.0,2
